OGSE,,,,,,
Total kurtosis (Ktotal),,,,,,
Frequency,in-vivo-like EVF = 0.3,ex-vivo-like EVF = 0.4,ex-vivo-like EVF = 0.3,ex-vivo-like EVF = 0.24,,
0,1.132859526,0.909548516,1.010358085,1.099724387,,
17.14,1.098965402,0.867178133,0.956052223,1.035936292,,
54.28,0.95812794,0.734371295,0.794484316,0.847498834,,
70,0.844387348,0.667829846,0.71508288,0.758609022,,
,,,,,,
Mean diffusivity (MD),,,,,,
Frequency,in-vivo-like EVF = 0.3,ex-vivo-like EVF = 0.4,ex-vivo-like EVF = 0.3,ex-vivo-like EVF = 0.24,,
0,0.374142,0.400491,0.345439,0.303265,,
17.14,0.37709,0.409034,0.352815,0.311516,,
54.28,0.402202,0.453666,0.397271,0.355762,,
70,0.43495,0.488819,0.434221,0.392987,,
,,,,,,
b-tensor,,,,,,
Total kurtosis (Ktotal),,,,,,
Extracelular volume fraction,in-vivo-like,ex-vivo-like,,,,
0.4,,0.883029064,,,,
0.3,1.141169927,0.984554799,,,,
0.24,,1.078043823,,,,
,,,,,,
Anisotropic kurtosis (Kani),,,,,,
Extracelular volume fraction,in-vivo-like,ex-vivo-like,,,,
0.4,,0.83102,,,,
0.3,1.160733,1.06611,,,,
0.24,,1.26192,,,,
,,,,,,
Isotropic kurtosis (Kiso),,,,,,
Extracelular volume fraction,in-vivo-like,ex-vivo-like,,,,
0.4,,0.052009528,,,,
0.3,-0.019562702,-0.081555301,,,,
0.24,,-0.183876013,,,,
,,,,,,
Microscopic fractional anisotropy (µFA),,,,,,
Extracelular volume fraction,in-vivo-like,ex-vivo-like,,,,
0.4,,0.783419173,,,,
0.3,0.858792661,0.840051971,,,,
0.24,,0.876848492,,,,
,,,,,,
Mean diffusivity (MD),,,,,,
Extracelular volume fraction,in-vivo-like,ex-vivo-like,,,,
0.4,,0.447265,,,,
0.3,0.407127,0.393796,,,,
0.24,,0.357556,,,,
